message,aid_related
"In 2005, Direct Relief provided $201 million in direct aid through medical material assistance and targeted cash grants serving 24 million people in 56 countries worldwide.",1
The torrential downpour which has been pounding the Indonesian island of Sumatra since last week is having dire consequences.,0
"The price of vegetables will further decrease as the weather is getting warmer, said Huang, predicting that because of the losses from the snow havoc, the domestic edible oil price would be on the rise in the future.",1
"However, because of favorable rains during late September, the situation has improved significantly.",0
"Across the border in Bangladesh, hundreds have died over the past few weeks during massive flooding, with thousands of people suffering from diarrhoea.",1
"Latrine usage is not common in these areas, but the stagnant flood waters make changing habits all the more urgent.",1
"A 7.1 magnitude earthquake rocked remote Yushu, high in China's northwest Qinghai province last Wednesday - the strongest quake to hit the area since 1976.",0
"He told IRIN that although the fires were being contained in some areas, dry and windy weather conditions ""were aiding their spread"" in others.",0
"The agency has already issued severe weather warnings for southern Sindh, central Punjab and Khyber Pakhtunkhwa provinces and the Kashmir region.",0
"Visitors over the years would notice the gradual erosion of greenery, the deforestation, the growing barrenness of the landscape around villages.",0
"Where localised flooding has forced the evacuation of whole communities, the authorities have moved residents to safer areas.",1
"The Fucheng ICBC sub-branch in Mianyang was found to have bought 56 pairs of Nike sneakers, worth 28,500 yuan, for its employees with relief funds.",0
"The floods, which began in late July after heavy monsoon rain over the upper reaches of the Indus river basin, have plowed a swath of destruction more than 600 miles long from northern Pakistan to the southern province of Sindh.",0
"Northern Zambezia and much of the province of Nampula may be little affected by the forthcoming drought, facilitating seed multiplications for distribution to the drought susceptible regions of the program.",1
"BANDA ACEH, Indonesia, Dec 15 (Reuters) - The ship almost looks like it belongs in the neighbourhood, swept miles inland almost five years ago after a cataclysmic earthquake spawned the worst tsunami known to mankind.",0
"A team of 25 trauma-specialist physicians and nurses with International Medical Corps (IMC) will participate in two emergency airlifts this Saturday evening, January 8, to the ""ground zero"" city of Banda Aceh, located at the northern tip of Sumatra, Indonesia.",1
"Buksh looked unhappily at dark rain clouds forming in the distance, their reflection bouncing off what used to be fields of sugarcane but was now shimmering water flecked with trees, and boats that locals were using to commute between villages or to towns that had escaped damage due their elevation.",0
"With relief flights suspended for the third straight day due to heavy snow and icy conditions, it is even more critical to reach earthquake survivors.",1
"WFP began delivering aid on 28 December, just two days after the tidal waves struck - and has been dispatching an average of 10,000 tonnes per-month since then - enough to provide a full food ration for all 910,000 beneficiaries.",1
"This two year rehabilitation project for Mongolian herders affected by the dzud (climatic disasters) of 1999 and 2000, is proving to be very successful, changing lives and giving hope to these otherwise destitute families.",0
"As a result, a greater proportion of the rural population than initially anticipated, has been affected by food insecurity and will require some form of food intervention this season.",1
Nearly 300 people are missing after the heaviest snowfall in over four decades triggered avalanches that swept away hundreds of homes and left the Himalayan region blanketed in snow for the past few days.,1
"BEIJING, July 2 (Xinhua) -- The heatwave continues in Beijing and several other northern provinces Thursday, while rainstorms drench at least half of the country.",0
"They still have most of their two thousand animals, unlike thousands of other Mongolian herder families who have lost all their animals and their livelihood to the dzud - the ongoing vicious cycle of summer droughts and heavy winter snowfalls that is slowly eroding the Mongolian countryside and forcing tens of thousands of people off the lands they have roamed for centuries.",0
